lat_r,lon_r,accident_count,latitude,longitude,total_casualties,avg_severity,risk_score
19.07,72.85,25,19.0700846684,72.8499577316,36.0,2.92,115.0
22.05,82.13,28,22.05179307142857,82.1294786625,31.0,2.892857142857143,114.8
18.55,73.85,26,18.549294970769232,73.85053268730769,34.0,2.9615384615384617,114.4
18.64,73.79,26,18.639908069615384,73.79103125192309,34.0,2.923076923076923,114.4
18.59,73.78,26,18.590233846153843,73.77969597884615,34.0,2.769230769230769,114.4
18.57,73.85,26,18.56892145807692,73.85015149038462,34.0,2.8076923076923075,114.4
18.56,73.9,26,18.55958806769231,73.89952994500001,34.0,2.8076923076923075,114.4
23.09,72.62,26,23.089323874999998,72.61993209961538,34.0,2.9615384615384617,114.4
28.58,77.34,23,28.580453202173913,77.34040914217391,39.0,2.8260869565217392,112.7
28.61,77.17,23,28.61039621130435,77.16955062565218,39.0,2.869565217391304,112.7
26.48,74.64,23,26.475927218695652,74.63983862913044,39.0,2.782608695652174,112.7
18.62,73.82,25,18.619894690000002,73.82140161080001,35.0,2.8,112.5
18.61,73.94,25,18.6096794544,73.9394200588,35.0,2.76,112.5
28.6,77.12,25,28.6008208276,77.120693994,35.0,2.84,112.5
18.61,73.96,25,18.610220796,73.9586943936,35.0,2.64,112.5
28.56,77.36,25,28.5595607168,77.360059474,35.0,2.96,112.5
19.12,72.91,25,19.1205253004,72.9092274192,35.0,3.0,112.5
18.63,73.76,22,18.629482219545455,73.75857524999999,41.0,3.0,112.2
18.64,73.89,26,18.640369262692307,73.8893466623077,33.0,2.8846153846153846,111.8
19.18,72.86,26,19.17965113423077,72.859508185,33.0,2.8461538461538463,111.8
22.05,82.12,27,22.05212340962963,82.11928779074073,31.0,2.8518518518518516,110.7
26.47,74.62,24,26.46533056625,74.61841476375,36.0,2.7083333333333335,110.4
28.6,77.36,24,28.599567066666665,77.36035052,36.0,2.8333333333333335,110.4
18.49,73.8,24,18.4911568475,73.79924835,36.0,2.7916666666666665,110.4
18.57,73.89,24,18.5693911225,73.89076570291667,36.0,3.0,110.4
18.56,73.74,25,18.559189017599998,73.7396668296,34.0,2.88,110.0
18.51,73.8,25,18.5110676648,73.80056170040001,34.0,2.84,110.0
28.72,77.29,25,28.719784783999998,77.29047862520001,34.0,2.84,110.0
22.74,75.86,26,22.74059354076923,75.85890359423077,32.0,2.8846153846153846,109.2
12.99,77.53,26,12.989228071923076,77.52932682384616,32.0,2.923076923076923,109.2
18.58,73.81,26,18.580287012692306,73.81057770999999,32.0,2.8846153846153846,109.2
18.61,73.87,26,18.609019363846155,73.86896769384614,32.0,2.769230769230769,109.2
25.76,87.47,26,25.764082513846155,87.47079362615385,32.0,2.8461538461538463,109.2
28.61,77.32,23,28.61002476608696,77.32004409347826,37.0,2.8260869565217392,108.1
28.66,77.07,23,28.65985450608696,77.07067282347826,37.0,2.9130434782608696,108.1
28.6,77.23,23,28.59948097173913,77.22962238913044,37.0,2.869565217391304,108.1
18.63,73.82,24,18.629180755833335,73.82009714625,35.0,2.875,108.0
28.67,77.25,24,28.669042362916667,77.24977458291666,35.0,2.9166666666666665,108.0
22.73,75.84,24,22.7307687075,75.84010391833333,35.0,2.8333333333333335,108.0
19.19,72.92,24,19.18844222583333,72.91969886708334,35.0,2.875,108.0
18.63,73.81,22,18.62939430227273,73.81093625181819,39.0,2.8636363636363638,107.8
18.64,73.9,25,18.639863184,73.89969540199999,33.0,2.88,107.5
18.61,73.93,25,18.6096459796,73.92997425200001,33.0,2.92,107.5
19.2,72.83,26,19.19974647,72.83071733192308,31.0,2.6923076923076925,106.6
18.56,73.81,26,18.5610157,73.8096933503846,31.0,2.9615384615384617,106.6
18.61,73.83,26,18.60912358923077,73.82955487076923,31.0,2.8846153846153846,106.6
19.11,72.87,28,19.110150959642855,72.86952298928571,28.0,2.8214285714285716,106.4
18.5,73.78,23,18.499550054347825,73.77888204086956,36.0,2.8260869565217392,105.8
28.68,77.31,23,28.680544571304345,77.30951232391304,36.0,2.739130434782609,105.8
19.08,72.83,23,19.07999964173913,72.83113916,36.0,2.869565217391304,105.8
19.06,72.92,22,19.06081501909091,72.920159795,38.0,2.8636363636363638,105.6
18.54,73.88,24,18.540280245416668,73.88010629875,34.0,2.7916666666666665,105.6
28.66,77.2,22,28.660369703636363,77.20000304181818,38.0,2.909090909090909,105.6
28.49,77.0,24,28.48988015666667,77.00044794291667,34.0,2.7916666666666665,105.6
18.51,73.78,24,18.510256495,73.78077020291667,34.0,2.875,105.6
19.09,72.84,24,19.09009859875,72.84051076583333,34.0,2.75,105.6
18.57,73.88,25,18.5710418056,73.8795826716,32.0,2.88,105.0
18.55,73.81,25,18.550209987200002,73.81153348480001,32.0,2.84,105.0
18.58,73.95,25,18.5804328928,73.949750152,32.0,2.88,105.0
28.6,77.25,19,28.59965290473684,77.25052492105264,45.0,2.9473684210526314,104.5
22.69,75.87,26,22.691231386538462,75.86999630461538,30.0,2.8846153846153846,104.0
13.01,77.62,26,13.010318855769231,77.62064095038461,30.0,2.923076923076923,104.0
18.58,73.74,23,18.57956824,73.74010466130434,35.0,2.782608695652174,103.5
28.69,77.14,23,28.69053976043478,77.1404611726087,35.0,2.739130434782609,103.5
19.14,72.83,23,19.140608427826088,72.83094673695652,35.0,2.782608695652174,103.5
28.62,77.08,22,28.62078371272727,77.08010579772727,37.0,2.8181818181818183,103.4
22.69,75.86,24,22.691347280416664,75.85984268458334,33.0,2.875,103.2
28.5,77.07,24,28.500056713333333,77.070970735,33.0,2.75,103.2
28.71,77.32,24,28.7095475375,77.318998255,33.0,2.9166666666666665,103.2
28.7,77.34,24,28.700442472083335,77.34015795833334,33.0,2.7916666666666665,103.2
28.46,76.99,24,28.460744899583332,76.99044561958333,33.0,2.7083333333333335,103.2
28.42,77.01,24,28.421159059166666,77.01012680208333,33.0,2.6666666666666665,103.2
18.61,73.82,24,18.61021328875,73.81883704166667,33.0,2.75,103.2
22.72,75.82,24,22.720415587083334,75.81969185583334,33.0,2.7916666666666665,103.2
28.68,77.34,21,28.68083764714286,77.33898020904762,39.0,3.0,102.9
18.52,73.8,21,18.520276586190477,73.7998293342857,39.0,2.761904761904762,102.9
13.02,77.52,27,13.019527977037036,77.52028911740742,28.0,2.8518518518518516,102.6
28.48,77.01,25,28.480420856000002,77.0091307128,31.0,2.72,102.5
22.75,75.91,25,22.749735341199997,75.9093233032,31.0,2.72,102.5
28.7,77.3,25,28.699729643199998,77.2997770496,31.0,2.84,102.5
19.1,72.84,25,19.0996866544,72.8408883068,31.0,2.8,102.5
18.58,73.92,26,18.58063227846154,73.91937871076924,29.0,2.9615384615384617,101.4
28.45,76.99,26,28.449841735,76.98943872769232,29.0,2.5384615384615383,101.4
18.57,73.91,23,18.570183763043477,73.91103676739131,34.0,2.8260869565217392,101.2
19.14,72.93,22,19.13938540909091,72.93044676954545,36.0,2.8636363636363638,101.2
19.17,72.85,23,19.16969985043478,72.84936089173914,34.0,2.8260869565217392,101.2
28.56,77.22,23,28.559923482608696,77.22044841478261,34.0,2.8260869565217392,101.2
28.63,77.14,23,28.63083193,77.14042440652175,34.0,2.9565217391304346,101.2
18.49,73.93,23,18.491831581304346,73.9297561473913,34.0,2.9565217391304346,101.2
28.64,77.25,23,28.641276006086958,77.24892712086957,34.0,2.739130434782609,101.2
18.62,73.91,22,18.619477874090908,73.90977119909091,36.0,2.9545454545454546,101.2
18.56,73.75,24,18.560795610833335,73.7495290175,32.0,2.9166666666666665,100.8
18.59,73.86,24,18.590077319583333,73.86027536,32.0,2.9583333333333335,100.8
19.1,72.86,24,19.100018960416666,72.86101170083333,32.0,2.9166666666666665,100.8
22.71,75.86,25,22.7099448824,75.85929045,30.0,2.88,100.0
18.62,73.85,25,18.620065057199998,73.8499549116,30.0,2.88,100.0
22.69,75.82,25,22.691444314800002,75.8198936624,30.0,2.96,100.0
13.0,77.64,25,12.999291513200001,77.63963586439999,30.0,3.0,100.0
18.6,73.93,25,18.599899928,73.92978926159999,30.0,2.96,100.0
13.02,77.59,27,13.020718525925925,77.58982710185185,27.0,2.925925925925926,99.9
18.61,73.84,22,18.609136455454546,73.83993845409091,35.0,2.6363636363636362,99.0
28.64,77.26,22,28.63933671909091,77.25930756181818,35.0,2.8636363636363638,99.0
28.69,77.13,22,28.690463494545455,77.13099308318182,35.0,2.909090909090909,99.0
19.07,72.93,22,19.07083636409091,72.93007499045456,35.0,2.8636363636363638,99.0
18.59,73.89,22,18.589995875,73.89065105,35.0,2.909090909090909,99.0
28.55,77.26,22,28.54985365409091,77.25964598909091,35.0,2.8636363636363638,99.0
22.74,75.89,22,22.740166601363637,75.88944194863636,35.0,2.8636363636363638,99.0
22.77,75.89,23,22.76787373304348,75.89029755304348,33.0,2.8260869565217392,98.9
22.72,75.87,23,22.71978688826087,75.86984964869565,33.0,2.8260869565217392,98.9
18.6,73.81,23,18.598663446086956,73.80931873739131,33.0,2.8260869565217392,98.9
22.05,82.18,26,22.051742736923078,82.17964711269231,28.0,2.8846153846153846,98.8
22.11,82.19,24,22.106555035,82.18968981291667,31.0,2.9583333333333335,98.4
18.5,73.74,24,18.499279995416668,73.7396633675,31.0,2.9583333333333335,98.4
18.56,73.93,24,18.559769277083333,73.92968266541666,31.0,2.9583333333333335,98.4
18.64,73.8,24,18.6393473725,73.79958735458332,31.0,2.875,98.4
18.5,73.76,24,18.49999752875,73.75979544583333,31.0,2.9583333333333335,98.4
13.04,77.59,24,13.039726561666667,77.59076245749999,31.0,2.9166666666666665,98.4
18.56,73.84,24,18.560431935833332,73.83961703791667,31.0,2.875,98.4
18.6,73.83,24,18.59938255125,73.8307827325,31.0,2.6666666666666665,98.4
18.57,73.92,25,18.570199474000002,73.9198956528,29.0,2.84,97.5
18.54,73.9,25,18.539722139200002,73.8997218964,29.0,2.84,97.5
12.97,77.66,25,12.9715280436,77.65981659,29.0,2.96,97.5
28.41,77.04,25,28.4099689572,77.0405891804,29.0,2.8,97.5
22.77,75.91,22,22.76783396318182,75.90998500772727,34.0,2.8636363636363638,96.8
28.72,77.33,22,28.72054211772727,77.33098376954545,34.0,2.8636363636363638,96.8
22.7,75.82,23,22.699463637391304,75.82013641826087,32.0,2.9130434782608696,96.6
22.74,75.84,23,22.740954849565217,75.83996562304348,32.0,2.8260869565217392,96.6
28.54,77.31,21,28.539247743333334,77.30993609809524,36.0,2.8095238095238093,96.6
18.52,73.74,23,18.519592473913043,73.74096634521739,32.0,2.8260869565217392,96.6
18.56,73.95,21,18.56051475857143,73.95010228190476,36.0,2.761904761904762,96.6
18.59,73.79,23,18.590041859130434,73.78954801869565,32.0,2.9130434782608696,96.6
18.6,73.74,23,18.599264243478263,73.73983858086956,32.0,2.739130434782609,96.6
18.56,73.77,24,18.560149016666667,73.76958705083334,30.0,2.875,96.0
18.52,73.84,24,18.519445402916666,73.84099114958333,30.0,2.7916666666666665,96.0
18.64,73.91,24,18.640841925,73.90967955791668,30.0,2.8333333333333335,96.0
22.7,75.89,24,22.700128952916668,75.89082361375,30.0,2.875,96.0
19.13,72.83,24,19.130080467916667,72.83045908875,30.0,2.9166666666666665,96.0
18.64,73.75,24,18.640143588333334,73.75040261333334,30.0,2.9166666666666665,96.0
19.13,72.9,24,19.129314159166665,72.89931944208334,30.0,2.9166666666666665,96.0
18.49,73.84,24,18.491173832083334,73.83988007083333,30.0,3.0,96.0
28.57,77.11,24,28.570088172499997,77.10984105583334,30.0,2.75,96.0
28.48,77.07,24,28.479754104999998,77.06960822583333,30.0,2.6666666666666665,96.0
13.01,77.59,25,13.011031156,77.5889298804,28.0,2.96,95.0
22.75,75.88,22,22.75012188090909,75.88073579272726,33.0,2.772727272727273,94.6
19.17,72.9,21,19.170484092380953,72.89978577428572,35.0,2.9047619047619047,94.5
28.55,77.3,21,28.549643383333336,77.30016044428572,35.0,2.761904761904762,94.5
18.56,73.86,23,18.559538855652175,73.85966209913043,31.0,2.782608695652174,94.3
28.55,77.08,23,28.550246527826086,77.08021231652174,31.0,2.9130434782608696,94.3
18.52,73.89,23,18.520545397826087,73.89015515869565,31.0,2.9565217391304346,94.3
19.18,72.92,23,19.179312013913044,72.92101999304349,31.0,2.739130434782609,94.3
22.1,82.2,24,22.099894694166665,82.19637684583334,29.0,2.9166666666666665,93.6
19.17,72.89,24,19.16979462625,72.88984781416667,29.0,2.9583333333333335,93.6
18.59,73.93,24,18.58975336125,73.9298593,29.0,2.9583333333333335,93.6
13.0,77.52,25,12.9995393756,77.5199836744,27.0,2.92,92.5
28.57,77.34,22,28.570400440454545,77.33974755454545,32.0,2.909090909090909,92.4
28.61,77.18,21,28.609918148571428,77.1812758852381,34.0,2.9523809523809526,92.4
18.49,73.92,22,18.49147366090909,73.92089420227272,32.0,2.772727272727273,92.4
19.1,72.92,22,19.100208392272727,72.91999558090909,32.0,2.8181818181818183,92.4
18.6,73.8,22,18.600256774545457,73.80046006363636,32.0,2.8636363636363638,92.4
28.5,77.0,21,28.500047804761905,76.99905383952381,34.0,2.6666666666666665,92.4
18.62,73.95,23,18.61994528565217,73.95042282652173,30.0,2.869565217391304,92.0
18.5,73.85,23,18.500868083913044,73.8502368252174,30.0,2.9130434782608696,92.0
28.6,77.27,23,28.600478615652175,77.27102394869564,30.0,2.8260869565217392,92.0
18.5,73.83,23,18.49984545,73.82997479043478,30.0,2.9565217391304346,92.0
22.77,75.86,23,22.767705671739133,75.8587660647826,30.0,2.739130434782609,92.0
28.58,77.29,23,28.58096707956522,77.29083408565216,30.0,2.8260869565217392,92.0
22.05,82.11,23,22.051923568695653,82.10961053565218,30.0,3.0,92.0
28.42,77.0,23,28.418896580869564,76.99999386652175,30.0,2.9130434782608696,92.0
18.55,73.83,23,18.550736220869563,73.83086383608696,30.0,2.782608695652174,92.0
12.99,77.64,23,12.988986015652173,77.64058572391305,30.0,2.869565217391304,92.0
18.59,73.9,24,18.591081562083335,73.89960473250001,28.0,2.8333333333333335,91.2
18.53,73.96,24,18.52866637125,73.95856389333333,28.0,2.9166666666666665,91.2
18.49,73.94,24,18.491655524583333,73.93949393666666,28.0,2.8333333333333335,91.2
18.55,73.92,24,18.550940431666668,73.92046092833333,28.0,2.7083333333333335,91.2
18.6,73.79,21,18.600214664285716,73.78909560952381,33.0,2.857142857142857,90.3
28.64,77.16,21,28.640888044285713,77.1608511857143,33.0,2.761904761904762,90.3
18.59,73.88,21,18.591100473333334,73.87961037333332,33.0,2.857142857142857,90.3
18.6,73.91,21,18.600711201428574,73.90979497857143,33.0,2.857142857142857,90.3
28.65,77.25,21,28.650158472857147,77.25076837857144,33.0,2.9523809523809526,90.3
18.59,73.96,22,18.590585649090908,73.95946249272727,31.0,2.909090909090909,90.2
28.72,77.08,22,28.719196054545456,77.07988633727273,31.0,2.727272727272727,90.2
18.62,73.83,22,18.62014678318182,73.83067872772727,31.0,2.9545454545454546,90.2
19.07,72.88,22,19.070773115,72.87967341636363,31.0,2.909090909090909,90.2
19.07,72.83,22,19.07037769090909,72.83107160727273,31.0,2.727272727272727,90.2
28.45,77.09,22,28.44998656090909,77.09036560363637,31.0,2.772727272727273,90.2
13.04,77.56,25,13.0402868376,77.5593601384,26.0,2.88,90.0
28.64,77.27,23,28.639928329130434,77.2697738421739,29.0,2.9130434782608696,89.7
18.55,73.86,23,18.549437976086956,73.8600005,29.0,2.9130434782608696,89.7
28.68,77.26,23,28.67936715347826,77.26019178565218,29.0,2.782608695652174,89.7
28.69,77.09,19,28.69068731789474,77.09003549631579,37.0,2.8947368421052633,89.3
18.5,73.81,24,18.50089473583333,73.809928575,27.0,2.9166666666666665,88.8
19.06,72.86,24,19.058902219583334,72.86044426875,27.0,2.9166666666666665,88.8
18.62,73.92,24,18.61984517625,73.91981473958333,27.0,2.75,88.8
28.61,77.16,21,28.60887788714286,77.15994794095238,32.0,3.0,88.2
18.63,73.9,21,18.630116293333334,73.90019068285714,32.0,2.9523809523809526,88.2
19.16,72.83,21,19.158760833333332,72.83153107571428,32.0,2.8095238095238093,88.2
18.49,73.81,21,18.489917654761904,73.80950351,32.0,2.9047619047619047,88.2
18.5,73.92,21,18.50134786142857,73.9197996552381,32.0,2.857142857142857,88.2
28.64,77.32,21,28.640790804761906,77.31932599809524,32.0,2.8095238095238093,88.2
28.62,77.11,21,28.62081906952381,77.11021255333333,32.0,3.0,88.2
28.72,77.1,21,28.72026876142857,77.09888821571428,32.0,2.857142857142857,88.2
28.55,77.11,21,28.550617963809525,77.11014718523809,32.0,3.0,88.2
22.71,75.87,21,22.71044526857143,75.87025745761905,32.0,2.857142857142857,88.2
28.71,77.26,22,28.70962751681818,77.26034035090909,30.0,2.8636363636363638,88.0
19.19,72.84,22,19.189769139545454,72.8400808940909,30.0,2.8636363636363638,88.0
28.65,77.08,20,28.650377014999997,77.0796964135,34.0,2.85,88.0
18.49,73.89,22,18.49093846409091,73.89054957954545,30.0,2.772727272727273,88.0
18.53,73.91,20,18.5295043315,73.9096322975,34.0,2.95,88.0
28.6,77.15,22,28.60029675590909,77.15015936318183,30.0,2.9545454545454546,88.0
18.57,73.95,22,18.569927981363637,73.94891704681818,30.0,2.8636363636363638,88.0
13.04,77.62,22,13.040428305,77.62009501227273,30.0,2.8181818181818183,88.0
28.67,77.33,20,28.6686653385,77.3305405175,34.0,2.95,88.0
12.98,77.66,23,12.980811127826087,77.66100812478261,28.0,2.9565217391304346,87.4
12.98,77.54,23,12.979757865217392,77.54039292956521,28.0,2.9565217391304346,87.4
19.19,72.93,23,19.190194866086955,72.9301157747826,28.0,2.9565217391304346,87.4
19.2,72.84,23,19.199289645652176,72.83960607565218,28.0,2.9130434782608696,87.4
28.68,77.32,19,28.681076541052633,77.31853011052631,36.0,2.8421052631578947,87.4
28.45,77.04,23,28.451167879130434,77.04065735652173,28.0,2.782608695652174,87.4
19.13,72.93,23,19.130488898260868,72.93129584521739,28.0,2.782608695652174,87.4
18.64,73.83,23,18.640196932608696,73.83045267130434,28.0,2.9130434782608696,87.4
28.42,77.04,23,28.418712937391305,77.03947029695652,28.0,2.6956521739130435,87.4
19.08,72.84,23,19.080003980434782,72.84089326086956,28.0,2.869565217391304,87.4
18.54,73.83,23,18.539192086956522,73.83006542130434,28.0,2.869565217391304,87.4
28.49,77.06,23,28.490465640434785,77.05860138347826,28.0,2.739130434782609,87.4
22.05,82.14,24,22.051951017916664,82.14108328291667,26.0,2.7916666666666665,86.4
28.7,77.11,18,28.69919938277778,77.11033942944444,38.0,2.9444444444444446,86.4
18.6,73.76,21,18.600596402857143,73.75997261619048,31.0,2.857142857142857,86.1
18.58,73.88,21,18.579293145238097,73.87983937047619,31.0,3.0,86.1
18.63,73.74,21,18.629089148571428,73.73950894714287,31.0,2.761904761904762,86.1
28.62,77.2,20,28.6197115345,77.1985505355,33.0,2.9,86.0
19.16,72.86,20,19.160223737000003,72.860099401,33.0,2.85,86.0
28.55,77.22,20,28.549932087000002,77.220398108,33.0,2.85,86.0
28.72,77.11,20,28.720241301999998,77.1098601265,33.0,2.9,86.0
22.69,75.91,22,22.690731302272727,75.90994285727272,29.0,2.909090909090909,85.8
18.63,73.93,22,18.630210717727273,73.93077801136364,29.0,2.772727272727273,85.8
28.41,76.98,22,28.409624307272725,76.97957110318181,29.0,2.727272727272727,85.8
28.54,77.25,19,28.53977814368421,77.25047275789473,35.0,2.736842105263158,85.5
28.56,77.32,19,28.56074783736842,77.32073066578948,35.0,2.736842105263158,85.5
12.99,77.65,23,12.990392403043478,77.64947425173914,27.0,2.869565217391304,85.1
28.69,77.19,23,28.68926907304348,77.18973463304349,27.0,2.869565217391304,85.1
18.57,73.96,23,18.570161663913044,73.95919273782609,27.0,2.9130434782608696,85.1
22.74,75.9,23,22.74002391347826,75.89895175304348,27.0,2.869565217391304,85.1
23.02,72.66,23,23.01986101521739,72.65936336826087,27.0,2.782608695652174,85.1
18.5,73.88,20,18.5000067825,73.8801167965,32.0,2.95,84.0
18.61,73.95,21,18.60947729809524,73.95018594714286,30.0,2.8095238095238093,84.0
28.55,77.36,21,28.551145002857144,77.35982996952382,30.0,2.857142857142857,84.0
28.49,77.02,24,28.489819550000004,77.0195647625,25.0,2.8333333333333335,84.0
19.12,72.84,21,19.119677103809526,72.84062256285713,30.0,2.7142857142857144,84.0
28.45,77.05,20,28.44937685,77.050357476,32.0,2.55,84.0
18.58,73.96,21,18.581233802857145,73.95857814619048,30.0,2.6666666666666665,84.0
28.65,77.09,22,28.648543108636364,77.08965577318182,28.0,2.8636363636363638,83.6
12.98,77.53,22,12.97913460090909,77.52988966045454,28.0,2.909090909090909,83.6
22.71,75.88,22,22.710038210454545,75.88027968545454,28.0,2.8181818181818183,83.6
28.58,77.1,23,28.580267692173912,77.10002326565218,26.0,2.9130434782608696,82.8
28.48,77.1,23,28.479659562173914,77.09966541782609,26.0,2.5217391304347827,82.8
19.21,72.9,20,19.207818802,72.8993929245,31.0,2.9,82.0
28.42,77.02,20,28.4206376235,77.019996194,31.0,2.7,82.0
28.7,77.31,20,28.699221088500003,77.30941529,31.0,3.0,82.0
28.43,77.07,21,28.428995396666664,77.07018435190476,29.0,2.7142857142857144,81.9
28.6,77.33,21,28.600152738571428,77.32970401952382,29.0,2.857142857142857,81.9
28.72,77.28,21,28.720389219047618,77.28048381285714,29.0,2.857142857142857,81.9
28.47,77.04,21,28.47010040761905,77.03903938952381,29.0,2.7142857142857144,81.9
28.57,77.22,21,28.569878480476188,77.21960636666667,29.0,2.9523809523809526,81.9
18.59,73.76,21,18.589653384285715,73.75856543666666,29.0,2.9523809523809526,81.9
28.72,77.2,19,28.718833785263158,77.19935990842104,33.0,2.8947368421052633,81.7
18.54,73.81,22,18.539979072727274,73.80996178772727,27.0,2.909090909090909,81.4
28.72,77.15,22,28.72060397318182,77.14966195772728,27.0,2.727272727272727,81.4
18.5,73.79,22,18.500017964545457,73.78966682772727,27.0,2.8636363636363638,81.4
28.49,76.98,22,28.490091441363635,76.98084054227273,27.0,2.5,81.4
28.61,77.33,22,28.609352114545455,77.32970047681819,27.0,2.6363636363636362,81.4
18.64,73.93,22,18.639894859545453,73.93008463,27.0,2.909090909090909,81.4
28.68,77.15,22,28.680294427727276,77.14959288772728,27.0,2.9545454545454546,81.4
28.65,77.29,22,28.64796975227273,77.2888116840909,27.0,2.9545454545454546,81.4
28.64,77.34,22,28.640904440909093,77.34019593818182,27.0,2.909090909090909,81.4
18.52,73.79,23,18.520363353478263,73.78952830652175,25.0,2.9565217391304346,80.5
28.42,77.07,23,28.42118197826087,77.07038408652174,25.0,2.6956521739130435,80.5
13.02,77.67,23,13.019911199130435,77.66952936869565,25.0,2.9565217391304346,80.5
13.01,77.54,23,13.010884830869566,77.53962398434783,25.0,2.9130434782608696,80.5
18.6,73.96,20,18.6010110225,73.9590644445,30.0,2.85,80.0
28.7,77.23,20,28.700473489,77.22964086900001,30.0,2.8,80.0
28.68,77.17,20,28.6799739415,77.16996036750001,30.0,3.0,80.0
18.51,73.96,20,18.509855319499998,73.958051916,30.0,2.85,80.0
28.49,77.08,20,28.4904163955,77.08047590449999,30.0,2.65,80.0
28.56,77.25,20,28.558203495999997,77.25091979300001,30.0,2.75,80.0
18.56,73.96,20,18.559582949,73.9593482365,30.0,2.85,80.0
22.74,75.88,21,22.74034454761905,75.87921295190476,28.0,2.7142857142857144,79.8
18.49,73.87,21,18.49166923904762,73.86886422380952,28.0,2.9047619047619047,79.8
28.68,77.27,19,28.679550551578945,77.26946665421053,32.0,2.8421052631578947,79.8
28.55,77.13,19,28.549639500526315,77.13048204157894,32.0,2.8947368421052633,79.8
28.71,77.25,19,28.710506677894738,77.25168210421053,32.0,2.789473684210526,79.8
18.52,73.92,21,18.521033690952382,73.91873710285715,28.0,2.7142857142857144,79.8
18.57,73.76,21,18.569795215238095,73.75970195095238,28.0,2.9523809523809526,79.8
28.57,77.17,19,28.569890471052634,77.17025018736842,32.0,2.8947368421052633,79.8
18.56,73.82,21,18.560251901428572,73.8198013742857,28.0,2.857142857142857,79.8
19.21,72.85,21,19.20767282857143,72.84898628952381,28.0,2.9047619047619047,79.8
28.62,77.19,21,28.619165560476194,77.18909034333333,28.0,2.9523809523809526,79.8
28.6,77.32,19,28.59975915947368,77.32069302526315,32.0,2.8421052631578947,79.8
28.69,77.07,19,28.68998606263158,77.07021647157895,32.0,2.9473684210526314,79.8
28.66,77.28,19,28.65963432684211,77.27961137947368,32.0,3.0,79.8
28.62,77.31,21,28.61919011761905,77.30972627999999,28.0,2.5714285714285716,79.8
28.62,77.09,19,28.620577877894736,77.0902666231579,32.0,2.8421052631578947,79.8
18.57,73.8,22,18.569453329545453,73.80053355227273,26.0,2.772727272727273,79.2
13.02,77.57,22,13.020101325909092,77.57101588,26.0,2.8636363636363638,79.2
28.44,77.03,22,28.439789162272724,77.02993175181818,26.0,2.909090909090909,79.2
13.0,77.55,22,13.000334161818182,77.55184603727274,26.0,2.8181818181818183,79.2
13.0,77.66,22,12.99897625090909,77.66024750727273,26.0,2.8636363636363638,79.2
28.57,77.19,22,28.570030295000002,77.18990422454546,26.0,2.9545454545454546,79.2
28.61,77.29,22,28.61008054318182,77.29022042681818,26.0,2.8636363636363638,79.2
18.62,73.76,22,18.62080019181818,73.75999851227273,26.0,2.8636363636363638,79.2
13.02,77.64,23,13.020066236521739,77.63954455521738,24.0,2.9565217391304346,78.2
28.59,77.3,20,28.5892258475,77.300722331,29.0,2.75,78.0
28.62,77.12,20,28.62114551,77.1201888975,29.0,2.85,78.0
28.56,77.21,20,28.5602027745,77.2103803565,29.0,2.85,78.0
28.66,77.25,20,28.658474281500002,77.2499743605,29.0,2.7,78.0
28.69,77.16,19,28.689906756842106,77.1601708131579,31.0,2.9473684210526314,77.9
12.99,77.66,21,12.989947950476191,77.65888659380953,27.0,2.9047619047619047,77.7
28.43,77.0,21,28.430064039999998,76.99946596857143,27.0,2.7142857142857144,77.7
13.02,77.61,21,13.019607817619047,77.61027436095239,27.0,3.0,77.7
28.56,77.17,18,28.55976953333333,77.17046551555556,33.0,2.888888888888889,77.4
28.44,77.06,22,28.43907834818182,77.05876124636364,25.0,2.6363636363636362,77.0
19.15,72.9,22,19.15021680818182,72.90024145363635,25.0,2.8636363636363638,77.0
12.99,77.58,22,12.990267325454544,77.57992699772727,25.0,2.909090909090909,77.0
28.47,77.06,22,28.469661576363638,77.06072317636364,25.0,2.8636363636363638,77.0
28.45,77.07,22,28.45073223181818,77.06962091181818,25.0,2.8636363636363638,77.0
23.08,72.54,22,23.080439199090907,72.53988219545455,25.0,2.727272727272727,77.0
28.66,77.29,22,28.659551375454544,77.28965410045454,25.0,3.0,77.0
13.03,77.59,22,13.028823997272726,77.58914346409091,25.0,2.909090909090909,77.0
28.54,77.22,22,28.540554304090907,77.21950066136364,25.0,2.909090909090909,77.0
28.62,77.21,17,28.620141460588236,77.20958033941176,35.0,2.8823529411764706,76.5
18.52,73.76,20,18.52033685,73.759139179,28.0,2.9,76.0
19.14,72.9,20,19.138836122,72.9005347045,28.0,2.85,76.0
28.55,77.19,19,28.550171660526313,77.19108025421053,30.0,2.9473684210526314,76.0
18.56,73.91,20,18.560444659,73.91004199300001,28.0,2.85,76.0
22.77,75.82,20,22.767803546499998,75.8201394325,28.0,2.8,76.0
18.52,73.96,20,18.519250693500002,73.9598836545,28.0,2.9,76.0
28.65,77.21,20,28.650072957,77.2100158585,28.0,2.85,76.0
28.55,77.25,19,28.549502291052633,77.25038074157895,30.0,2.9473684210526314,76.0
23.08,72.65,20,23.0790938325,72.6494560365,28.0,2.65,76.0
28.68,77.08,19,28.680304386315786,77.07972609105263,30.0,2.9473684210526314,76.0
28.41,77.0,21,28.410750958571427,77.00060267952381,26.0,2.761904761904762,75.6
12.97,77.54,21,12.97017214047619,77.5409257104762,26.0,3.0,75.6
